ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,payload_entropy,orig_payload_len,has_uri_payload,label
1780957249.309629,C72e376d0ace1,192.168.60.1,51356,192.168.60.5,55600,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.30966,C0cf66b9e6f75,192.168.60.1,49284,192.168.60.6,1061,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.309693,C117a3c50436b,192.168.60.1,60756,192.168.60.7,9099,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.309725,Cacf5e8462684,192.168.60.1,44094,192.168.60.5,5822,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.309757,C32c007212a9e,192.168.60.1,38110,192.168.60.6,9099,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.309789,C184706224b71,192.168.60.1,43612,192.168.60.7,254,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.309822,C414908ec63d9,192.168.60.1,42730,192.168.60.5,1061,tcp,4e-05,0,0,1,1,0.0,0,0,-1
1780957249.309898,Caf538f91cacc,192.168.60.1,57140,192.168.60.6,254,tcp,1.6e-05,0,0,1,1,0.0,0,0,-1
1780957249.309937,Cdc2b56cb8764,192.168.60.1,50064,192.168.60.7,1863,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.30997,C5a1844c763cb,192.168.60.1,56404,192.168.60.5,9099,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.310254,C0b5445b7be85,192.168.60.1,35944,192.168.60.5,254,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.310292,C0cb285a5bb0c,192.168.60.1,36074,192.168.60.6,1863,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.310325,C6def0c26150b,192.168.60.1,54422,192.168.60.7,5922,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.310358,C84ccfb970ae7,192.168.60.1,54346,192.168.60.5,1863,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31039,Ce6419555bc1f,192.168.60.1,53696,192.168.60.6,5922,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.310422,C9aa964c24497,192.168.60.1,55236,192.168.60.7,44443,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310454,C93a5ac12593a,192.168.60.1,50672,192.168.60.5,5922,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310486,C2508adfd04db,192.168.60.1,37046,192.168.60.6,44443,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310519,C91cd33593a33,192.168.60.1,33692,192.168.60.7,5221,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310551,C1ed8469b2688,192.168.60.1,54606,192.168.60.5,44443,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310584,C1ffa5323d7cd,192.168.60.1,58464,192.168.60.6,5221,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310616,C4fda3bebe84b,192.168.60.1,37020,192.168.60.7,50800,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310649,C03afc5373b60,192.168.60.1,36812,192.168.60.5,5221,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310681,C187e97ffebe0,192.168.60.1,33224,192.168.60.6,50800,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310713,C65dbd2cbec83,192.168.60.1,55570,192.168.60.7,1761,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310746,C5de84875b1cf,192.168.60.1,40724,192.168.60.5,50800,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310778,Cda89e2c765cf,192.168.60.1,47570,192.168.60.6,1761,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.310836,Cd36cb74a2749,192.168.60.1,39914,192.168.60.7,1065,tcp,2e-05,0,0,1,1,0.0,0,0,-1
1780957249.310892,C1b490fd48008,192.168.60.1,43630,192.168.60.5,1761,tcp,1.5e-05,0,0,1,1,0.0,0,0,-1
1780957249.310934,C9d4f5fd458cb,192.168.60.1,58326,192.168.60.6,1065,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.310969,C95ecfef04ed0,192.168.60.1,54884,192.168.60.7,1075,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311001,C417162b11925,192.168.60.1,49636,192.168.60.5,1065,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.311033,C1ad89c3143f1,192.168.60.1,39282,192.168.60.6,1075,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.311065,Cf720d89997ca,192.168.60.1,40456,192.168.60.7,7512,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.311098,C6f4e164ff21e,192.168.60.1,44564,192.168.60.5,1075,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31113,Ca2cc0804b7f8,192.168.60.1,34564,192.168.60.6,7512,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.311163,Cde4eba46b84d,192.168.60.1,44304,192.168.60.7,51493,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311195,C4210358e1bd6,192.168.60.1,39986,192.168.60.5,7512,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.311228,Cd86a9be898a0,192.168.60.1,37336,192.168.60.6,51493,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.31126,C480ee54707a8,192.168.60.1,55652,192.168.60.7,497,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311292,C0ebc02f40fb8,192.168.60.1,57298,192.168.60.5,51493,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311325,C39bf310f0fed,192.168.60.1,43346,192.168.60.6,497,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311357,C23214d9b765b,192.168.60.1,42632,192.168.60.7,1248,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.311389,Cd92b09c938bd,192.168.60.1,47014,192.168.60.5,497,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311422,C29694c9246b2,192.168.60.1,45880,192.168.60.6,1248,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311454,C59b6aee91c63,192.168.60.1,38624,192.168.60.7,5102,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311487,C629d01ff1c01,192.168.60.1,52150,192.168.60.5,1248,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311518,Cddc9a127093c,192.168.60.1,41578,192.168.60.6,5102,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.311552,Cb13ef0038a35,192.168.60.1,47150,192.168.60.7,8008,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311584,Cc458bd5228c5,192.168.60.1,36294,192.168.60.5,5102,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311616,C834a9825c0fd,192.168.60.1,34836,192.168.60.6,8008,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311648,C964c6d52d525,192.168.60.1,60986,192.168.60.7,1037,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31168,Cf113564b7223,192.168.60.1,43594,192.168.60.5,8008,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311712,Ceeff4f2df57f,192.168.60.1,51012,192.168.60.6,1037,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311744,Cd87981b9fc1f,192.168.60.1,54518,192.168.60.7,7106,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.311776,Cc996d25cb0de,192.168.60.1,49952,192.168.60.5,1037,tcp,3.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.312055,Cf0eca0a6d11d,192.168.60.1,59304,192.168.60.6,7106,tcp,1.7e-05,0,0,1,1,0.0,0,0,-1
1780957249.312096,C08791c8b59cb,192.168.60.1,32940,192.168.60.7,1,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.312129,C7bef32c89706,192.168.60.1,60478,192.168.60.5,7106,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.312162,Ca9cd45f22ac0,192.168.60.1,48492,192.168.60.6,1,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.312452,Cd75cefc7ea3b,192.168.60.1,42508,192.168.60.6,14441,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.31249,C5dfac3d9101c,192.168.60.1,34280,192.168.60.7,14441,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.312523,C14fa41d69375,192.168.60.1,33056,192.168.60.5,1,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.312555,Cddbbd7f47299,192.168.60.1,53306,192.168.60.6,7741,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.312588,C2210a2670187,192.168.60.1,60872,192.168.60.7,7741,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31262,C4dbd05655726,192.168.60.1,54004,192.168.60.5,14441,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.312652,C8affd68fbf21,192.168.60.1,44196,192.168.60.6,8222,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.312685,C01d6a340768b,192.168.60.1,60476,192.168.60.7,8222,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.312717,Cc34ef2c5e397,192.168.60.1,33660,192.168.60.5,7741,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31275,Cf24aa53a4feb,192.168.60.1,38056,192.168.60.6,3737,tcp,3.5e-05,0,0,1,1,0.0,0,0,-1
1780957249.312817,C742a5a0ccb83,192.168.60.1,33938,192.168.60.7,3737,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.312852,Caef9fbf1a78b,192.168.60.1,35746,192.168.60.5,8222,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.312885,C21d35d4390b4,192.168.60.1,54804,192.168.60.6,19350,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.312918,C95d6d8927d5c,192.168.60.1,36986,192.168.60.7,19350,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.312951,C53790ef29859,192.168.60.1,38890,192.168.60.5,3737,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.312983,C713a73595b65,192.168.60.1,55382,192.168.60.6,6004,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313015,C17ed57ecd5f2,192.168.60.1,35932,192.168.60.7,6004,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.313047,C8d1d26b89625,192.168.60.1,43872,192.168.60.5,19350,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.313079,Cb60701866fe5,192.168.60.1,60686,192.168.60.6,8010,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313111,C23d52d61827e,192.168.60.1,46490,192.168.60.7,8010,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313143,C8b4da6eeb47b,192.168.60.1,38750,192.168.60.5,6004,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313175,Cd864e38cc9e0,192.168.60.1,56408,192.168.60.6,5280,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313207,C331f71c840a1,192.168.60.1,42878,192.168.60.7,5280,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313239,Ca0fef0829df5,192.168.60.1,60846,192.168.60.5,8010,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313271,Cc075533fecb2,192.168.60.1,56388,192.168.60.6,2001,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313304,C6a81b3bfc692,192.168.60.1,41054,192.168.60.7,2001,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313336,Cdc329c514981,192.168.60.1,44560,192.168.60.5,5280,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313368,Cbc3c0aab899e,192.168.60.1,53852,192.168.60.6,63331,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.3134,C5557443be2be,192.168.60.1,42886,192.168.60.7,63331,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.313433,C4938c3a84537,192.168.60.1,48682,192.168.60.5,2001,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313465,C17bdaf708e2c,192.168.60.1,58308,192.168.60.6,81,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313497,C8cf37fbd6f8f,192.168.60.1,37350,192.168.60.7,81,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313529,Cf809a0da1c66,192.168.60.1,41212,192.168.60.5,63331,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31356,C353e59b052dc,192.168.60.1,54836,192.168.60.6,5850,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.313592,C80badd0f79bc,192.168.60.1,37484,192.168.60.7,5850,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313624,Ceebb54e2476f,192.168.60.1,53176,192.168.60.5,81,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313656,C5ff13504837a,192.168.60.1,49006,192.168.60.6,1271,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.313689,C7796276e0af9,192.168.60.1,51670,192.168.60.7,1271,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.313722,C49e61a1a723f,192.168.60.1,32896,192.168.60.5,5850,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.313778,C84288e438cd3,192.168.60.1,39068,192.168.60.6,427,tcp,1.5e-05,0,0,1,1,0.0,0,0,-1
1780957249.313821,C3b1b1541ff4d,192.168.60.1,34860,192.168.60.7,427,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.313859,Cb6f7fea1453d,192.168.60.1,53130,192.168.60.5,1271,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.313897,Cad67c6c754df,192.168.60.1,51982,192.168.60.6,1187,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.313934,C082c561df92c,192.168.60.1,49556,192.168.60.7,1187,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.313972,C6eb41034403e,192.168.60.1,50696,192.168.60.5,427,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.314009,Cca39c1512cae,192.168.60.1,60820,192.168.60.6,3006,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.314047,C3efef740ed05,192.168.60.1,43130,192.168.60.7,3006,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.314086,Cef98aacddd7d,192.168.60.1,49884,192.168.60.5,1187,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.314125,C4a4e7bd7d93e,192.168.60.1,60852,192.168.60.6,5907,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.314164,C1dc35da50ee5,192.168.60.1,50458,192.168.60.7,5907,tcp,1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31443,C764dee3c206d,192.168.60.1,49512,192.168.60.7,3268,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.314464,Cc14c58ca1aba,192.168.60.1,49114,192.168.60.5,3006,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314495,C1dea0973ac8c,192.168.60.1,33126,192.168.60.6,3268,tcp,1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314525,C2e6f43960e1f,192.168.60.1,40282,192.168.60.7,1073,tcp,1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314556,Cb41d13862cff,192.168.60.1,42998,192.168.60.5,5907,tcp,1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314586,Cdde8159917be,192.168.60.1,47806,192.168.60.6,1073,tcp,1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314616,Cdc7e59fe0d40,192.168.60.1,45680,192.168.60.7,5004,tcp,1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314647,C2ec0b01b4802,192.168.60.1,39980,192.168.60.5,3268,tcp,1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314677,Cc52e8197d55b,192.168.60.1,32992,192.168.60.6,5004,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314707,Cfd3d2fadade0,192.168.60.1,44360,192.168.60.7,912,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314765,Ccafbc495ea2e,192.168.60.1,59898,192.168.60.5,1073,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.3148,C087cece5924e,192.168.60.1,48202,192.168.60.6,912,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314831,C430426f977f5,192.168.60.1,33542,192.168.60.7,20000,tcp,1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314863,C1aa7be0b0632,192.168.60.1,41374,192.168.60.5,5004,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314895,C8b977b314d9b,192.168.60.1,44868,192.168.60.6,20000,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314928,C3edbea7222d3,192.168.60.1,48384,192.168.60.7,3261,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31496,Ce9f1fbc0d249,192.168.60.1,53760,192.168.60.5,912,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.314992,C9146884a3a68,192.168.60.1,40576,192.168.60.6,3261,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.315024,C4401fdee847c,192.168.60.1,57110,192.168.60.7,30718,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.315056,Cbba99094513a,192.168.60.1,43510,192.168.60.5,20000,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.315088,Cf23646548132,192.168.60.1,56762,192.168.60.6,30718,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31512,C2c963b3da8bb,192.168.60.1,53508,192.168.60.7,616,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.315153,Ccfd297ae985a,192.168.60.1,37042,192.168.60.5,3261,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.315185,C4c9a0d64224f,192.168.60.1,40014,192.168.60.6,616,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.315218,C014a884ef14c,192.168.60.1,37564,192.168.60.7,6112,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.31525,C7e2e02483a0b,192.168.60.1,39902,192.168.60.5,30718,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.315283,C3b59d76a617d,192.168.60.1,39096,192.168.60.6,6112,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.315315,C48c9fafffc46,192.168.60.1,46906,192.168.60.7,1287,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.315347,C91772dc20dcf,192.168.60.1,60500,192.168.60.5,616,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.31538,C78bc34429d87,192.168.60.1,52364,192.168.60.6,1287,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.315412,C4572f061c5ad,192.168.60.1,33092,192.168.60.7,1583,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.315446,C57a8c1e39379,192.168.60.1,48568,192.168.60.5,6112,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.315478,C3486ee07cb2d,192.168.60.1,37608,192.168.60.6,1583,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.315898,C36c0d710fd2b,192.168.60.1,35432,192.168.60.7,720,tcp,2.7e-05,0,0,1,1,0.0,0,0,-1
1780957249.31612,C895fe54c1503,192.168.60.1,44006,192.168.60.5,1287,tcp,1.5e-05,0,0,1,1,0.0,0,0,-1
1780957249.316157,C5781a8ba7f1a,192.168.60.1,39880,192.168.60.6,720,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.316191,Cef54fcf29113,192.168.60.1,43874,192.168.60.7,563,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.316224,C201e5e3926bb,192.168.60.1,47488,192.168.60.5,1583,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.316257,C47d01a656b79,192.168.60.1,56550,192.168.60.6,563,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.31629,C6a1984e0d85f,192.168.60.1,55654,192.168.60.7,5431,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.316323,Cdf7f98f71f82,192.168.60.1,58090,192.168.60.5,720,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.316358,Ce60415826012,192.168.60.1,60428,192.168.60.6,5431,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.316391,C9c3ef964a18f,192.168.60.1,33058,192.168.60.7,481,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.316424,C4b5a8457f33d,192.168.60.1,40898,192.168.60.5,563,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.316456,C05897412f3bf,192.168.60.1,33058,192.168.60.6,481,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.316488,C6730cbf96f8a,192.168.60.1,55556,192.168.60.7,9944,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.316521,C7e268c4a264d,192.168.60.1,57540,192.168.60.5,5431,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.316554,Cca482ddfee68,192.168.60.1,49894,192.168.60.6,9944,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.316586,C0ed4b45011fa,192.168.60.1,43702,192.168.60.7,179,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.316618,Ceac1c3039c14,192.168.60.1,54920,192.168.60.5,481,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.316947,C3fdd676771d0,192.168.60.1,41628,192.168.60.5,9944,tcp,1.6e-05,0,0,1,1,0.0,0,0,-1
1780957249.316988,C01473e779994,192.168.60.1,43228,192.168.60.6,179,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317022,Cc64e8823780d,192.168.60.1,59350,192.168.60.7,7201,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317054,C001f3b4737ad,192.168.60.1,33128,192.168.60.5,179,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317087,C255eb048f486,192.168.60.1,47934,192.168.60.6,7201,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317119,Ccbbb546e419d,192.168.60.1,36892,192.168.60.7,6779,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317151,C68a2208df365,192.168.60.1,59182,192.168.60.5,7201,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317184,C51401ec535e2,192.168.60.1,59664,192.168.60.6,6779,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317216,Cfb7df4b8f6a4,192.168.60.1,45776,192.168.60.7,57294,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317248,Ce95bb9b4e944,192.168.60.1,35378,192.168.60.5,6779,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.31728,C8a9d76b52468,192.168.60.1,44038,192.168.60.6,57294,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317312,Cd930c5e9cd96,192.168.60.1,42876,192.168.60.7,8088,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317346,C4a95697bd8d7,192.168.60.1,39052,192.168.60.5,57294,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317378,C6d5f9c6220f2,192.168.60.1,60172,192.168.60.6,8088,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317411,Cf6629694dcd7,192.168.60.1,55960,192.168.60.7,2042,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317443,C2c730ce1e81d,192.168.60.1,32996,192.168.60.5,8088,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317475,C990a4fd3cd24,192.168.60.1,35350,192.168.60.6,2042,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317507,C97baeafd6ace,192.168.60.1,48520,192.168.60.7,3005,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.31754,C807a490e20f7,192.168.60.1,38766,192.168.60.5,2042,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317572,Cd6b571e85a25,192.168.60.1,57550,192.168.60.6,3005,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317605,C3327ceb5844b,192.168.60.1,48752,192.168.60.7,1026,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317637,C8c6c351e508f,192.168.60.1,34550,192.168.60.5,3005,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317703,C11c01ed2acef,192.168.60.1,43770,192.168.60.6,1026,tcp,1.6e-05,0,0,1,1,0.0,0,0,-1
1780957249.317743,C00a20275d2fa,192.168.60.1,39424,192.168.60.7,1068,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317776,Cf0c1ef396ae1,192.168.60.1,58058,192.168.60.5,1026,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317808,C1dab34bbcb7c,192.168.60.1,56498,192.168.60.6,1068,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317841,C4ec0ab024184,192.168.60.1,44546,192.168.60.7,2100,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317873,Cd9343e3081f4,192.168.60.1,59632,192.168.60.5,1068,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.317906,C10df828f6a2b,192.168.60.1,35616,192.168.60.6,2100,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.317938,Ce850dffed1fa,192.168.60.1,42892,192.168.60.7,10778,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.31797,C2a78c30d95ec,192.168.60.1,55746,192.168.60.5,2100,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.318003,C38a335b96772,192.168.60.1,43670,192.168.60.6,10778,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.318035,C1dfe34823311,192.168.60.1,52866,192.168.60.7,6025,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.318067,Ceae98d7706ed,192.168.60.1,38476,192.168.60.5,10778,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.318099,C6ec3536517c9,192.168.60.1,60300,192.168.60.6,6025,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.318131,Cff187b3276fe,192.168.60.1,38094,192.168.60.7,5800,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.318163,Cccb6e9930724,192.168.60.1,60910,192.168.60.5,6025,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.318195,Ce0ed978e0048,192.168.60.1,40450,192.168.60.6,5800,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
